Title,VideoID,ChannelID,Views,SubsCount
릴러말즈 (Leellamarz) - Trip (Feat. Hannah) [Trip]ㅣLyrics/가사,SHXELbXdNlg,UCGuE0TrBNIZKfordUwAQe2w,2517986,379000
Trip (Feat. Hannah),5C-UzW1FLiA,UCoV8L_tyJqZoRh51f-2ylhQ,13769897,36800
Leellamarz (릴러말즈) - Trip (바이올린 연주 Ver) @ Leellamarz Marz 2 Ambition Show,qEG7DaruWFo,UCko1k258OSms8NqBTQd1EBQ,909483,29300
릴러말즈(Leellamarz) - Trip(Feat .Hannah) 1시간(1hour),1iCf9cZswtM,UCFvNOsLJJD6g8dL1WT1bRwA,445508,22400
[EBS 스페이스 공감] 릴러말즈 - Trip (feat. Milena),KJbPIWUSJ_c,UCmD_hRhMgxsf5e-6cEuxjSg,619796,72600
릴러말즈(Leellamarz) - 시한부 + 단추 + Trip | [사운드인더랩] 황홀한 오케스트라 세션 라이브,8IgYauEnnO4,UCviI9lzTe2pkxJ9M2ArA7WQ,1568116,2160000
Ella Mai - Trip (Audio),JfGD75vHWrU,UCdVlI3zsHhvKKH4OEQVHyHA,284114004,258000
릴러말즈(Leellamarz) - Trip 가사 Lyrics,9lTEtAgVynU,UCmwNKKcYQDsPdDTaXM5zFiA,3725310,1560
"공트립 스페인 여행 #3 세비야 현지 민박 체험기??! 츄러스 세계 1등, 메트로폴파라솔, 타파스, 스페인광장",zBnQ9QOKWu4,UCQPBl3XRz9adlIzWlxI1eiQ,128,12
Jacquees - Trip • 한글자막/노래해석,BR3DWCiB_gw,UCwfk-mmRH1C_gsRjCb-g7Fw,658873,4560
릴러말즈 - Trip LIVE at HIPHOPPLAYA FESTIVAL 2023,hVPZA-C3ags,UCfGuIKX_qYB3YVTg_bhGBwg,46555,240000
정찬성 Korean Zombie,a_k-dCgubFo,UCc7o0OkR2BDFN4TCgPChjEw,4264287,1100000
[11화] 반달들이 건들지 못한다는 목포 &amp; 다윗을 꿈꾸는 목젖 브레이커 전주 ㅣZombie Trip 3: Road to ZOMBIE ROYAL,m0OjRu1YBQY,UCc7o0OkR2BDFN4TCgPChjEw,918686,1100000
[1시간/1hour] Trip (feat.Hannah) - 릴러말즈 - 릴러말즈 파트,7sjXpoRVZQE,UC1hdsihz2NoU_QhYs9JGfog,18303,158
트립콤파니,a_k-dCgubFo,UC0EQX5Z2TlaKeIw4O3ieZAQ,4264287,224000
[12화] 인상 때문에 매번 시비가 걸렸다는 광주 &amp; 좀비가 되기 위해 전주에서 온 우즈벡ㅣZombie Trip 3: Road to ZOMBIE ROYAL,VWI-kfAcWDQ,UCc7o0OkR2BDFN4TCgPChjEw,866712,1100000
[1화] 대구 도깨비 복수하러 온 강동 &amp; 하도 싸워 술집 입뺀 당한 홍대ㅣZombie Trip 3: Road to ZOMBIE ROYAL,zaaNqeBTOhY,UCc7o0OkR2BDFN4TCgPChjEw,1561123,1100000
Jacquees - Trip (official audio),7LFycuPVpuY,UCDiuS2C88BXiX32qFqG93SA,19579247,10900
포브스 선정 2019년 최고의 떼창,p5PFXKxAMzg,UCko1k258OSms8NqBTQd1EBQ,1701920,29300
[KIKI TRIP] EP.6 Happy Bongsook day 🐶ㅣ봉숙 공주님의 생일파티에 초대합니다 ˚ෆ*₊,JqYTo8NLO9Q,UCZvCP6sWj75MwpUP4LVtpNw,37071,2570000
Ella Mai - Trip,W16bk86xIY0,UCdVlI3zsHhvKKH4OEQVHyHA,138729519,258000
[2화] 격투 만화에 영감받는 까치산 &amp; 싸움 터지면 호출 1순위 신림ㅣZombie Trip 3: Road to ZOMBIE ROYAL,DRI3RHCCmaE,UCc7o0OkR2BDFN4TCgPChjEw,1228619,1100000
[13화] &#39;파괴왕&#39; 면전에 도발하는 성남 &amp; 아가리 파이터 오명 씻으러 온 시흥ㅣZombie Trip 3: Road to ZOMBIE ROYAL,J5h9kIIGzlA,UCc7o0OkR2BDFN4TCgPChjEw,819603,1100000
NCT 127 엔시티 127 &#39;Road Trip&#39; Track Video #3,LNwQLJaT_a8,UCk2E0dbAyEJWnrN2bbQOcbg,4302238,5550000
Ep 1. 아날로그 트립 여행의 실체  | Analog Trip (아날로그 트립),ioWAoEVYaP0,UCEf_Bc-KVd7onSeifS3py9g,10688644,32300000
보너스 영상 #3 | 아날로그 트립 (Analog Trip NCT 127: Escape From Magic Island),axpxtlwRwzA,UCk2E0dbAyEJWnrN2bbQOcbg,636414,5550000
[#원나잇푸드트립] (1시간) 두 발로 걸어다니는 고기 먹는 하마 현주엽🦛 1박 2일동안 캄보디아 음식 다 털고 온 먹보스의 먹방 | #나중에또볼동영상,6k9L9ZgBt0U,UCWYzc_p0GgfCepIWDHGFmEg,336024,3380000
"릴러말즈의 킬링벌스를 라이브로! / 두 개였으면 해, 방에 혼자 있을 때, namchin, Trip, 야망, 비워, 1, Kick that, 도시생활",3vpUarAbmFI,UCviI9lzTe2pkxJ9M2ArA7WQ,10875016,2160000
그냥 레전드인 릴러말즈 trip 떼창,bQEyjtzgCZU,UCtR4fVDkNuDKuT8j1yV5QkA,109913,71
[10화] 십이천인이며 팔부신중이며 사천왕이신 비사문천을 섬기는 구미ㅣZombie Trip 3: Road to ZOMBIE ROYAL,EAu3pjBsPE8,UCc7o0OkR2BDFN4TCgPChjEw,1111801,1100000
"🌄 세계 3대 등산/백패킹 배낭 종류, 장단점, 역사, 사이즈│오스프리, 그레고리, 도이터│등산배낭추천│백패킹배낭추천│등산유튜버│아웃도어큐레이터",NtuAaaqBi5M,UCXzEKxrYQTe6h_2mZK7AszQ,286269,40900
백패킹 배낭 중복투자 가이드! 6종의 용량별 배낭 구입 연대기 | 툴레 | 노스페이스 | 몽벨 | 야마토미치 | 버그하우스,ZvFSq2hc964,UC9bXhgRhpkzZXo4E9GaE7qA,38974,1090
[인스팅트 배낭] 그냥 착용하지 마세요!!!  내 몸에 &#39;착붙&#39;하게 메는 방법 / 인스팅트 18리터의 수납력과 크기 비교,L2_BV4IFR0M,UC5mw63Yj12G7dD-fb-QOSEw,82657,107000
2023년 불티나게 팔린 등산배낭 추천순위 TOP10,PYILd3v_l3M,UCCadBjYJlCIBf7gbaP2t0pA,26902,21300
등산배낭 20개 있는 여자가 정리해줌! (사이즈 별 등산가방),KFMe-suE3Iw,UCwc5yW-HBQrYnkPEI8kRl8w,145278,251000
혁신적인 등산배낭 출시! 단 하나의 배낭만 살 수 있다면 이걸로.,jr2BiOUGeL8,UCZh5CBGgwKzCGzAUEMnIt9Q,845131,1160
내돈내산 가성비 등산배낭! 올 여름 하나만 산다면 강력 추천합니다!!,FPOsEJ-xQVs,UCwc5yW-HBQrYnkPEI8kRl8w,114248,251000
👶아기 백패커 승윤이! 중수의 백패킹 배낭 훔쳐보기 ⛰️🎒 | 승윤이의 백패킹 입문기 | 백패킹의 모든 것,bftdnm3p46Q,UCA_Jls3B5bUhoz_tXhD9hlw,186945,84600
Create a leather backpack with ostrich patterned leather#shorts  #bagmaking   #leather #handmade,HpUBeSoKoMI,UCDJzP6yXs9ZMdweU7zIXFUA,732,27500
P1Harmony (피원하모니) – &#39;배낭여행 (Better Together)&#39; Our Home ver.,3bWSouYCtH0,UCe-XzQhLaq4zS_mPXzuc_2Q,137768,973000
경량 등산가방 추천! 아무거나 사실 분은 그냥 가세요! 2023년 역대급 가성비 인기 최신순위 업데이트 best5,2KU-PRJhS10,UCUj0O1wFQUEEsYYvkWScfuA,28905,138000
(솔직리뷰) 하나만 산다면 무조건 추천합니다.,-2p-r4KHu3o,UCwc5yW-HBQrYnkPEI8kRl8w,272343,251000
도이터 배낭 추천 2023년 이거 하나로 끝내시죠! 역대급 가성비 인기 최신순위 best 업데이트,t09yk7cv__w,UCUj0O1wFQUEEsYYvkWScfuA,14759,138000
ENG SUB)세계적으로 대히트친 여행용 백팩 - 노매틱 트래블 백팩을 메고 실제 여행을 다녀와보았다! 진짜 좋은점과 치명적인 단점은?,m5R36M8CKOA,UC3bpSCEcyeR3G_eip8Wpb1g,2147512,350000
🌄 등산/백패킹/여행 배낭 스마트하게 고르고 패킹하는 진짜 노하우!,l5pjFQwnfJ8,UCXzEKxrYQTe6h_2mZK7AszQ,92446,40900
배낭여행자 민[Traveler Min],a_k-dCgubFo,UChMYkut7VH7hz2NgW8xA2Mg,4264287,21800
P1Harmony (피원하모니) - ‘배낭여행 (Better Together)’ (@5th Mini Album &#39;HARMONY : SET IN&#39; COUNTDOWN SHOWCASE),HJ-z9TOjFkU,UCe-XzQhLaq4zS_mPXzuc_2Q,72304,973000
💪사나이 가슴을 뛰게 하는... 미스테리랜치에서 백패킹용 배낭 구매했습니다🫡 | 가산 백패커스라운지,AFFGjcTyFsg,UCA_Jls3B5bUhoz_tXhD9hlw,98751,84600
"방수력 끝판 배낭 도이터 버트레일 16 [2022 ISPO 수상] / 계곡트레킹, 종주배낭, 스피드 하이킹용",oKT7b4Auqbc,UCih19GxFWaXA66yCFDkRwQg,21836,55800
등산배낭 에 등산스틱 부착하는팁,PN28KHLjJkY,UC2bp8R6rjQUYDPZssmZx4og,88484,18200
4k 당일 등산에서 종주 백패킹까지 되는 다양한 배낭들 비교 | 20~30대 유행 배낭? | 이효리 배낭 | 그레고리 데이팩 | 도이터 어센더 13 | 블다 디스턴스 8 |,sOELwtSIovw,UCvPBYAL9MnknSUKVqeXCERw,61432,11800
등산 배낭이 크면 좋은 이유ㅣ등산배낭각잡기ㅣ배낭 각 세우기ㅣ등산배낭꾸리기ㅣ등산준비물 ㅣ등산배낭크기ㅣ등산배낭사이즈ㅣ등산배낭추천,VHBqTOGc9gY,UCXzEKxrYQTe6h_2mZK7AszQ,44485,40900
등산배낭추천 피엘라벤 싱기 28 &amp; 아비스코 라이트 트레킹 자켓 우먼 구매했어요! fjallraven singi 28 &amp;ABISKO Lite Trekking Jacket,qu85D0sUN5c,UCXkuCjImYLNlKneNBepWd-Q,27475,3930
배낭 살빠지는 영상 / 경량 백팩 3대장 비교 추천,THvMHL6bpbg,UCViCpdE7p7P9qxyjXImrHTQ,22575,3810
요즘 제일 잘 나가는 경량 등산 가방. 이 가방이 그렇게 좋다고? 트레일러닝 배낭을 사람들이 좋아하는 이유! 등산 백팩 하나만 사야 한다면 ? 오니지 등산가방,_381eBdNjRY,UCDVUVn1-LgD6sqmoL4jpPPA,27558,480
"아크테릭스,블랙다이아몬드,피엘라벤,클라터뮤젠  하루만에 다 돌아다님. 25명에게 추천받은 등산가방 직접 메보고 사기",odeu9z0BrGk,UCG__bGNQAo0_7OoV5afGjMw,35403,746
배낭만,a_k-dCgubFo,UCTwTHi57e5_m6tSLaOa0bRg,4264287,615
(SUB)이 가격에 이렇게 좋은 등산 백팩을 살 수 있다고?? l 배낭 구입 전 필수 시청 l 데카트론 등산 백팩,jDGV4GxqqBE,UCUJTk0fJAHySQhgO6guBWTA,39647,37000
언제든 닥칠 수 있는 재난...&#39;생존 배낭&#39;은 이렇게 / YTN,Z8WRusPhqKk,UChlgI3UHCOnwUGzWzbJ3H5w,29894,4350000
[박영준TV] 저렴하고 등판이 시원한 소형 배낭 |  도이터 AC Lite 24,heleGmha8J8,UCSN4Do-FVaOlXRB92B2BtLg,24727,45700
[Playlist] 우리 나중에 파리 여행 가면 에펠탑 보면서 같이 듣자,1yXZIFYv4SE,UCKxknVfRWj3YKZuE_qiWZ4Q,9344107,797000
"[playlist] 사랑이 머무는 곳, 파리 with 미셸 들라크루아",LQ6EahmtDCk,UCweFCeE7R38-pvPl6RifWpw,350159,744000
🇫🇷 최애 도시가 파리인 여성의 나홀로 파리 여행 브이로그 1편 | 낭만 가득 파리지앵 따라잡기,tv0TNaqEw4A,UCl3J7K9_0-puWyARcRogo8w,1658,381
파리가 아닌 서울에 살고 있는 이유,Px_npxNNRSI,UCqH1ZFdimCKiDzAMB5tFpTg,3984773,424000
📍파리 핵심 지리 한방 정리 + 몽마르뜨 언덕에 가는 3가지 방법 🇫🇷 파리 09,7vuyX6ldKgE,UCvW8norVMTLt7QN-s2pS4Bw,264885,1710000
이것만 보면 파리 완전 정복! &#39;프랑스&#39; 여행｜KBS 방송,EuqPhwqGi_E,UCFw4M1BJYYdN1YtS8SzlDzg,12309,784000
파리 여행코스 완벽 총정리! 초심자부터 n번째 여행자까지 모두 만족시키는 영상,QetTbhRcEME,UC98aniwMMryBGhwOsvmsqQQ,122862,43200
"L’Amour, Les Baguettes, Paris (L’Amour, Les Baguettes, Paris)",XtYGk-kvWP0,UC3eBTaOkliYBUdyIPP2H_bg,10400371,53300
"🇫🇷 Paris Vlog 파리 패션회사출근, 루이비통 로스코 전시, 볼리아 언박싱, 결혼 청첩장 모임, 아시안마트 장보기, 설날 만두빚기, 내추럴와인바 추천, 프랑스직장인 일상",kq2YIoLM-fY,UCQNdyIlIxo_8PebYtUUTYuw,524,7990
14분만에 프랑스 파리 동네 완벽하게 알아보기 🇫🇷,GdAiNCL9Jy4,UCOc1RaFkXsrLQgLG4ygVD1Q,404157,84700
"효진쓰, 파리에 가다🇫🇷 루이비통 전시회, 블핑 리사가 출연한 크레이지호스쇼도 보고, 프랑스 파리 맛집 먹방 ✨with 메이크업포에버 ✨",3c2Mi83qbcY,UCuZu8NrpBG4WPXRi-hPBl-A,170158,1840000
[SUB] 파리에서 3000만원 도난 당했습니다.,4OrUZs1Thww,UCa3rtpRevP5UyAFX358w0iA,777042,152000
"사랑이고 바게트겠지, 파리 🥖 L’amour, les baquettes, Paris - Stella Jang (가사/해석)",CnL56e3ElwI,UCK5McCdMW7QtPfhzF8sXZTg,1268394,2390
[4K] PARIS 2024 🇫🇷 1 Hour Aerial Drone Relaxation Film UHD | FRANCE,WHNNHAoaZD4,UCqpzY0_0ucWZQ8_LPGDxFtQ,822772,42300
지하철 왜 타? 모든 것이 연결되어있는 파리 주요명소 위치 안내! ※ 말 많음 주의 ※,Qz76usUHyOE,UCVPya-SeBD3VB23gJUV6OmA,301656,38500
vlog. 🇫🇷 첫 파리 여행. 파리에서 6일간의 기록. 파리 숙소🏨 파리 맛집🍽️ 빵집🥐 그리고 미술관.. 박물관.. 성당.. 다 다녀왔다! 파리 여행 브이로그.,ywj_E3oGIkc,UCKR0gyNqExGIMVvyPYGyd2A,20896,91
"🇫🇷 좋아하는 것들로만 가득 채운 네번째 파리 여행🥖ㅣ최애 맛집 추천ㅣ디올가방 도난🤦‍♀️ㅣ개구리다리 요리(?)🐸ㅣ파리 재즈바, 미슐랭투스타, 메종로스탕, 리츠 애프터눈티",pIw6OT38a_U,UCnnt-d-DDgO4_9tL-icCjMQ,254680,174000
파리에서 소매치기 당한 영상,GBNkpwEgpBs,UCewTkRux7toL0N9dR9igLKg,563042,181000
"Paris Vlogㅣ파리 감성 가득 담은 주부의 파리 여행 🇨🇵ㅣ벼룩시장, 소품샵, 서점 추천ㅣ파리만 7번째..ㅣ십년만의 혼자 여행ㅣ대한항공 비즈니스 타기",dXzQso9FQCI,UCy0229ISL-677SAuK_1In_A,1141568,2540000
☕️ 예술가들은 왜 생제르맹 카페에 모였을까? | 🇫🇷 파리 01,Y9sD-S2tNro,UCvW8norVMTLt7QN-s2pS4Bw,383408,1710000
"&quot;이강인 너 나가&quot; 이강인 역대 최악 부진, 45분만에 교체 결정;; PSG 최악의 경기력 7위팀에게 홈에서 충격 무승부.. 이강인 최악의 날... [PSG vs 스타드 렌]",ZhZH8UNc5Qs,UCLsJ7sVuGf0auEySnT2BHag,26536,277000
Paris vlog,6K_P3geJTls,UCBo1hnzxV9rz3WVsv__Rn1g,4726013,6920000
프랑스 4평 자취방 l &quot;작아도 파리에 사는게 좋아요&quot; l 프랑스 파리 월세,EtrSvfCXoA0,UCtYHCl8yhhvpWfcvdA_sCVg,861063,705000
악명높은 파리 소매치기에서 내 돈 지키기,_QEvGljqc80,UCzhiEBaGQLmL4zC7xgG0eQw,945938,78100
(SUB) NAYEON in PARIS 모녀 파리여행🇫🇷 | LVMH 그룹 호텔 슈발블랑 | 랜선 호캉스😌 | 파리 맛집추천🥄 l 오페라 가르니에 | 디올스파,2Difxku_AHI,UCbFbzOHmp04AS2ZkFSpQ4Og,256003,383000
파리에는 혁명의 피가 흐른다 [아트 앤 더 시티_파리 1부] f.세종사이버대학교 전원경 교수,nw9JO0R-mzM,UChlv4GSd7OQl3js-jkLOnFA,112209,2380000
[playlist] 무드가 흐르는 파리의 어느 한적한 강가에서,osszvKODeTM,UCweFCeE7R38-pvPl6RifWpw,4719358,744000
파리엔 왜 소매치기가 많을까? 파리 소매치기 안 당하기.,NTR1vM5jTbQ,UCVPya-SeBD3VB23gJUV6OmA,535285,38500
파리여행 전 알고와야 할 모든것 총정리 [꿀팁],y4ObYEBA1iU,UCgn2oOuzSqot9X2wqFZYTcA,93553,6650
"L’Amour, Les Baguettes, Paris - 스텔라장 [더 시즌즈-최정훈의 밤의공원] | KBS 230630 방송",4qCtNpxK_qI,UCeLPm9yH_a_QH8n6445G-Ow,862746,8580000
London (Extended Mix),t2teD-1JMpI,UCXs5TXiJOO4WNBZx64HkPfg,26738,219
현지인들도 절레 절레 하는 미친 물가 영국 런던 둘러보기 (ft.친절한 시민들)  - 영국(1) 🇬🇧,4TxxH12pCZ4,UC_4hHKHUcs9bGpl_zDAOxvg,66469,457000
호갱금지❌ 단짠 런던브이로그🇬🇧 (✔️살인물가 런던...ㄷㄷ 런던 호텔 대폭망ㅠ 존잘 영국남자들😍 넘 예쁜 런던야경투어✨ 런던여행꿀팁),BBmAGZYsO98,UCgRElRhf8PWv95nqExiQXHA,4389,173000
"[4K] 영화 속에 들어온 것만 같았던, 겨울 런던 여행 vlog🎡🇬🇧 | 쏘니 보러 영국 갔더니 인생여행이 따라옴🥹 | 박싱데이🎄 | 런던 야경 명소 | 런던 맛집 추천",cBt-UWtcZ_8,UCi7V8a0YPFKwEXlsitPCo-A,1301,367
런던혜원,a_k-dCgubFo,UCENBS70Jei66SEtlDTKB4-Q,4264287,26600
"템즈강, 안개, 여왕의 땅 런던 [런던 1부] f.세종사이버대학교 전원경 교수",-nZCTftUv8c,UChlv4GSd7OQl3js-jkLOnFA,130215,2380000
런던 여행코스 이 영상으로 종결합니다 👩‍🏫 초심자부터 n번째 여행자까지 모두 만족시키는 영상,F7wjAI03tbk,UC98aniwMMryBGhwOsvmsqQQ,70811,43200
[배틀트립과 함께 떠나는 랜선여행 1] - 런던편 전반전 | KBS 161112 방송,2x3APtAjWhQ,UC271vX3c3kYZsgpz7-zPBoA,105502,959000
런던여행때 추억을 임영웅의노래 런던보이와 함께쉰나💙 #임영웅 #런던보이 #런던여행,KXx-KMm_8c4,UCVRK8QlTWIuSVLX-aMS2bXA,111,3540
내 손안에 영국 런던 랜선 여행! 현재와 과거의 볼거리로 가득한 런던의 곳곳을 알려드립니다!! 런던 여행가기 전에 보면 좋은 영상,fFQH-w5UHxQ,UCFCtZJTuJhE18k8IXwmXTYQ,42273,3860000
런던 해질녘 분위기 감성 팝송 ✨ 새벽감성 잔잔한 팝송 | Design making tutorial,rW9ajWSk_HM,UCdp8WGk7l78AIGooOvO35IQ,2303382,168000
"[LIVE] 의료공백 위기에 웃고있는 K주식들, 그 정체는?",8xEx_JB_l2c,UC4-Y6u1a0j2et5k35EQHU0w,23275,114000
"🇬🇧뉴욕 직장인의 런던 Vlog | 나홀로 런던 | 유럽 크리스마스 | 연말 분위기 | 미슐린 맛집 | 빅밴, 버로우마켓, 런던아이, 피쉬앤칩스, 대영박물관, 테이트뮤지엄, 소호",L47OZsZig94,UCyCKuniZTvaitVzWORJcZPQ,44166,77100
"𝐏𝐥𝐚𝐲𝐥𝐢𝐬𝐭 런던의 아침, 내가 좋아하는 카페에서",l2JGIFSKzJA,UCwbTjvrdFj3OrTqEba83Y-Q,153831,56100
"영국 예술의 모든 것, 셰익스피어 [런던 2부] f.세종사이버대학교 전원경 교수",bmMnLNGFKT4,UChlv4GSd7OQl3js-jkLOnFA,81613,2380000
(ENG) 런던 2탄,WBuyfcarWxk,UC9MujNQL4vQwX9kMpmQPIKw,368259,517000
백예린 (Yerin Baek) - &#39;London&#39; (Official Lyric Video),gYRzYw7wxTQ,UCYoNPLKd1kXh4v3bvIx1pTA,668042,428000
런던 김인수 /24년 2월 24일 / 조국신당 / 배신자들 / 조국장관의 경호 / 이재명 대표의 경호 / 비례대표 선거에 대해서,1HQ5mHQMxjA,UCDCxuHfnFxk8h7-4edljWaA,17412,41500
[#나혼자산다] 힙기안 &amp; 힙민호의 런던 제대로 즐기기! 감성있는 브런치 식사와🍳 힙한 빈티지샵에서의 쇼핑🧥🛍️  | #기안84 #송민호 #런던 MBC221118방송,cg6GM4UqOac,UCiwQRG2sCcfjKkgxMEdJGPg,1321561,2310000
LONDON vlog,74-hMv9X2VY,UCRE-097LGtx_Zo7LrHvkycA,13818900,4970000
"&quot;지하철 만원, 핫도그 만원이요&quot; 물가 최악 영국 런던에서 한국인으로 사는 충격적인 생활 비용[1]🇬🇧",qW-fr-CzpdQ,UCwjMQYL9vgbqGzxYW6dVhTw,743613,985000
【런던】여행 - 런던의 인기 관광 스팟 특집 | 영국 여행 | 유럽 여행 | London Travel,zPGKtTNx8M0,UC2ONGIlTLp90qV0uvU8P9WQ,78774,11200
엔비디아 실적 앞두고 K-반도체가 미리 겁먹은 까닭,2SimraAbUfc,UC4-Y6u1a0j2et5k35EQHU0w,44587,114000
겨울 런던여행 계획? 이 영상으로 끝 (feat.엑셀공유) 현지인 런던맛집 추천 | 런던카페 추천 | 런던 크리스마스 구경,23tCijbt5cU,UCq3IWYFhaTBfoX7d-JBGKLg,29862,6220
리스닝 실력 업그레이드: 두 가지 효과적인 공부법 공개! 🎉,hDQMsQ2hYos,UCPR9uggZu956g8_SIcTyyJA,15224,381000
[Full] 세계테마기행 - 영국 프랑스 문명기행 1~4부,9YM-Se71pWY,UCFCtZJTuJhE18k8IXwmXTYQ,1489965,3860000
(SUB)[vlog] 런던에서는 얼빡샷 많이 안 찍었어요🤭📸ㅣ하루가 보영 IN 런던,W0eTsxM5oc0,UCnNNN_BRvYTPf6w22tLhRGA,285556,173000
(ENG) 런던 브이로그,vsY0rJUcWSs,UC9MujNQL4vQwX9kMpmQPIKw,1147398,517000
미국 증시에 양털깎이 나오면 한국은 양털‘뽑기’ 되는 이유,RnHbOwWIsGg,UC4-Y6u1a0j2et5k35EQHU0w,24324,114000
"런던,,10만원대 호텔,, 세인트폴 호텔 런던",jzH4Uk6sU8w,UC1OA0PWgSL3boEj-bkbnj1A,30909,42100
